internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
22697990,Pterodroma defilippiana,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,defilippiana,,,,,"(Giglioli & Salvadori, 1869)",
22698005,Pterodroma arminjoniana,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,arminjoniana,,,,,"(Giglioli & Salvadori, 1869)",
22698020,Pterodroma phaeopygia,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,phaeopygia,,,,,"(Salvin, 1876)",
22698030,Pterodroma externa,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,externa,,,,,"(Salvin, 1875)",
22698035,Pterodroma baraui,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,baraui,,,,,"(Jouanin, 1964)",
22698062,Pterodroma madeira,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,madeira,,,,,"Mathews, 1934",
22698088,Pterodroma cahow,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cahow,,,,,"(Nichols & Mowbray, 1916)",
22698092,Pterodroma hasitata,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,hasitata,,,,,"(Kuhl, 1820)",
22698097,Pterodroma caribbaea,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,caribbaea,,,,,"Carte, 1866",
22698136,Bulweria fallax,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,fallax,,,,,"Jouanin, 1955",
22698140,Procellaria aequinoctialis,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,aequinoctialis,,,,,"Linnaeus, 1758",
22698150,Procellaria parkinsoni,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,parkinsoni,,,,,"Gray, 1862",
22698155,Procellaria westlandica,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,westlandica,,,,,"Falla, 1946",
22698172,Calonectris leucomelas,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,leucomelas,,,,,"(Temminck, 1835)",
22698182,Ardenna bulleri,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,bulleri,,,,,"(Salvin, 1888)",<em>Ardenna bulleri</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Puffinus</em>.
22698195,Ardenna creatopus,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,creatopus,,,,,"(Coues, 1864)",<em>Ardenna creatopus</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Puffinus</em>.
22698230,Puffinus yelkouan,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,yelkouan,,,,,"(Acerbi, 1827)",
22698235,Puffinus auricularis,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,auricularis,,,,,"Townsend, 1890","<em style=""font-family: Arial, sans-serif; font-size: 11px; margin: 0px; padding: 0px;"">P.&#160;</em><em style=""font-family: Arial, sans-serif; font-size: 11px; margin: 0px; padding: 0px;"">auricularis</em>&#160;(del Hoyo and Collar 2014) is retained&#160;as a separate species from&#160;<em style=""font-family: Arial, sans-serif; font-size: 11px; margin: 0px; padding: 0px;"">P.&#160;</em><em style=""font-family: Arial, sans-serif; font-size: 11px; margin: 0px; padding: 0px;"">newelli</em><em style=""font-family: Arial, sans-serif; font-size: 11px; margin: 0px; padding: 0px;"">&#160;</em>(which see)&#160;(Handbook of the Birds of the World and BirdLife International 2018), following a revision of the scoring of parsed characters for these taxa plus <em>P. myrtae&#160;</em>(Handbook of the Birds of the World and BirdLife International 2018), split from <em>P. newelli </em>(del Hoyo and Collar 2014)."
22698272,Puffinus bannermani,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bannermani,,,,,"Mathews &amp; Iredale, 1915","<em><em></em></em><em><em></em></em><em><em>Puffinus lherminieri </em></em>(incorporating <em><em>baroli</em></em>),<em><em> </em>P. bannermani</em>, <em>P. persicus</em>, <em>P. subalaris</em> and <em>P. bailloni</em> (del Hoyo and Collar 2014) were previously lumped as <em>P. lherminieri</em> and <em>baroli</em> was subsumed under <em>P. assimilis</em>, following Brooke (2004), before which <em>P. bannermani</em> and <em>P. persicus</em> where split following Sibley and Monroe (1990, 1993).<em> <p></p></em>"
22698277,Puffinus heinrothi,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,heinrothi,,,,,"Reichenow, 1919",
22698305,Diomedea exulans,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,exulans,,,,,"Linnaeus, 1758",
22698314,Diomedea epomophora,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,epomophora,,,,,"Lesson, 1825",
22698320,Phoebastria irrorata,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,irrorata,,,,,"(Salvin, 1883)",
22698335,Phoebastria albatrus,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,albatrus,,,,,"(Pallas, 1769)",
22698365,Phoebastria immutabilis,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,immutabilis,,,,,"(Rothschild, 1893)",
22698388,Thalassarche salvini,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,salvini,,,,,"(Rothschild, 1893)",
22698393,Thalassarche eremita,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,eremita,,,,,"Murphy, 1930",
22698398,Thalassarche chrysostoma,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,chrysostoma,,,,,"(Forster, 1785)",
22698425,Thalassarche chlororhynchos,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,chlororhynchos,,,,,"(Gmelin, 1789)",
22698431,Phoebetria fusca,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebetria,fusca,,,,,"(Hilsenberg, 1822)",
22698448,Phoebetria palpebrata,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebetria,palpebrata,,,,,"(Forster, 1785)",
22698471,Nesofregetta fuliginosa,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,OCEANITIDAE,Nesofregetta,fuliginosa,,,,,"(Gmelin, 1789)",
22698520,Hydrobates monorhis,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,monorhis,,,,,"(Swinhoe, 1867)",<em>Hydrobates monorhis</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Oceanodroma</em>.
22698530,Hydrobates macrodactylus,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,macrodactylus,,,,,"(Bryant, 1887)",<em>Hydrobates macrodactylus</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Oceanodroma </em>as <em>O. macrodactyla</em>.
22698548,Hydrobates matsudairae,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,matsudairae,,,,,"(Kuroda, 1922)",<em>Hydrobates matsudairae</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Oceanodroma</em>.
22698562,Hydrobates homochroa,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,homochroa,,,,,"(Coues, 1864)",<em>Hydrobates homochroa</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Oceanodroma</em>.
22728011,Pterodroma feae,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,feae,,,,,"(Salvadori, 1899)","<p></p><p>  </p><p><em>Pterodroma feae</em> and <em>P. deserta </em>(del Hoyo and Collar 2014) were previously lumped as<em> P. feae </em>following Sibley and Monroe (1990, 1993).</p>&#160;  <br/><p></p>"
22728318,Diomedea antipodensis,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,antipodensis,,,,,"Robertson & Warham, 1992",
22728323,Diomedea sanfordi,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,sanfordi,,,,,"Murphy, 1917",
22728328,Thalassarche bulleri,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,bulleri,,,,,"(Rothschild, 1893)",
22728349,Thalassarche impavida,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,impavida,,,,,"Mathews, 1912",
22728364,Diomedea dabbenena,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,dabbenena,,,,,"Mathews, 1929",
22728372,Thalassarche carteri,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,carteri,,,,,"(Rothschild, 1903)",
22728432,Puffinus mauretanicus,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,mauretanicus,,,,,"Lowe, 1921",
22728437,Procellaria conspicillata,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,conspicillata,,,,,"Gould, 1844",
22728442,Pterodroma atrata,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,atrata,,,,,"Mathews, 1912",
22728808,Fregetta maoriana,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,OCEANITIDAE,Fregetta,maoriana,,,,,"(Mathews, 1932)","<p></p><em>Fregetta maoriana</em> endemic to New Zealand (Brooke 2004), was not listed by Turbott (1990) as it was previously believed to be extinct. <em>Fregetta maoriana</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Oceanites</em> as <em>O. maorianus</em> (Oliver 1955) and genus <em>Pealeornis</em> as <em>P. maoriana</em> (Mathews 1932) by the New Zealand Checklist (2010)."
22729421,Calonectris edwardsii,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,edwardsii,,,,,"(Oustalet, 1883)","<em><em><em>Calonectris diomedea</em></em></em> and <em><em><em>C. borealis</em></em></em> (del Hoyo and Collar 2014) were previously lumped as <em><em>C. diomedea</em> </em>following Sibley and Monroe (1990, 1993), which was also formerly lumped with<em> C. edwardsii</em> following Hazevoet (1995), <em>contra</em> Brooke (2004).<em>  <p></p></em>"
22729609,Thalassarche steadi,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,steadi,,,,,"Falla, 1933",
22735624,Hydrobates monteiroi,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,monteiroi,,,,,"(Bolton et al., 2008)","<em>Oceanodroma castro</em>&#160;(Sibley and Monroe 1990, 1993) has been split into&#160;<em>O. castro</em>&#160;and&#160;<em>O. monteiroi</em>&#160;following Bolton&#160;<em>et al</em>. (2008). All&#160;<em>Oceanodroma&#160;</em>species have since been moved to&#160;<em>Hydrobates&#160;</em>(del Hoyo and Collar&#160;2014).<p></p>"
22736135,Pterodroma deserta,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,deserta,,,,,"Mathews, 1934","<p></p><p>  </p><p><em></em></p><p>  </p><p><em>Pterodroma feae</em> and <em>P. deserta </em>(del Hoyo and Collar 2014<em></em>) were previously lumped as<em> P. feae </em>following Sibley and Monroe (1990, 1993).</p>  <p></p>  <p></p>  <p></p>"
62101215,Synthliboramphus hypoleucus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE,Synthliboramphus,hypoleucus,,,,,"Xántus de Vesey, 1860","<span><em>Synthliboramphus hypoleucus</em> and <span><em>S. scrippsi</em></span> (del Hoyo and Collar 2014) were previously lumped as <em>S. hypoleucu</em>s following Sibley and Monroe (1990, 1993).<span><em><br/></em>"
22696756,Nannopterum harrisi,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Nannopterum,harrisi,,,,,"(Rothschild, 1898)","Following Kennedy and Spencer (2014) the genus&#160;<em>Phalacrocorax</em>&#160;has been divided into seven genera, with&#160;<em>P.&#160;auritus, P. brasilianus&#160;</em>and&#160;<em>P.</em>&#160;<em>harrisi</em>&#160;moved into&#160;<em>Nannopterum</em>&#160;(HBW and BirdLife International 2018)."
22696810,Leucocarbo bougainvilliorum,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Leucocarbo,bougainvilliorum,,,,,"(Lesson, 1837)","Following Kennedy and Spencer (2014) the genus&#160;<em>Phalacrocorax</em>&#160;has been divided into seven genera, with&#160;<em>P.&#160;magellanicus, P. bougainvilliorum,&#160;P.&#160;atriceps,&#160;P.&#160;verrucosus,&#160;P.&#160;carunculatus,&#160;P.&#160;chalconotus,&#160;P.&#160;onslowi,&#160;P.&#160;campbelli,&#160;P.&#160;ranfurlyi </em>and<em>&#160;</em><em>P.&#160;</em><em>colensoi&#160;</em>moved into&#160;<em>Leucocarbo</em>&#160;(HBW and BirdLife International 2018).&#160;<em>Phalacrocorax bougainvilliorum </em>(del Hoyo and Collar 2014) was previously listed as<em> P. bougainvillii.</em>"
22696846,Leucocarbo carunculatus,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Leucocarbo,carunculatus,,,,,"(Gmelin, 1789)","Following Kennedy and Spencer (2014) the genus&#160;<em>Phalacrocorax</em>&#160;has been divided into seven genera, with&#160;<em>P.&#160;magellanicus, P. bougainvilliorum,&#160;P.&#160;atriceps,&#160;P.&#160;verrucosus,&#160;P.&#160;carunculatus,&#160;P.&#160;chalconotus,&#160;P.&#160;onslowi,&#160;P.&#160;campbelli,&#160;P.&#160;ranfurlyi&#160;</em>and<em>&#160;</em><em>P.&#160;</em><em>colensoi&#160;</em>moved into&#160;<em>Leucocarbo</em>&#160;(HBW and BirdLife International 2018). In past, often considered to include <em>L. chalconotus</em> and <em>L. onslowi</em>; these three were sometimes treated as conspecific with <em>P. campbelli</em> complex (<em>campbelli</em>, <em>ranfurlyi</em> and <em>colensoi</em>). Monotypic."
22696853,Leucocarbo chalconotus,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Leucocarbo,chalconotus,,,,,"(Gray, 1845)","Following Kennedy and Spencer (2014) the genus&#160;<em>Phalacrocorax</em>&#160;has been divided into seven genera, with&#160;<em>P.&#160;magellanicus, P. bougainvilliorum,&#160;P.&#160;atriceps,&#160;P.&#160;verrucosus,&#160;P.&#160;carunculatus,&#160;P.&#160;chalconotus,&#160;P.&#160;onslowi,&#160;P.&#160;campbelli,&#160;P.&#160;ranfurlyi&#160;</em>and<em>&#160;</em><em>P.&#160;</em><em>colensoi&#160;</em>moved into&#160;<em>Leucocarbo</em>&#160;(HBW and BirdLife International 2018).&#160;In past, often considered a subspecies of <em>P. carunculatus</em> (which see). Rawlence <em>et al.</em> (2016) argued for the instatement of the name <em>stewarti</em> for southern populations of Stewart Shag <em>P. chalconotus</em> in and around the Foveaux Strait, and its recognition as a species. In one sense their case is strong, inasmuch as the genetic differences between <em>stewarti</em> (“Foveaux Shag”) and ‘nominate’ <em>chalconotus</em> (“Otago Shag”) are greater than those between <em>chalconotus</em> and Chatham Shag <em>P. onslowi</em>, which the Checklist recognises. However, the evidence that Rawlence <em>et al.</em> (2016)&#160; mustered is otherwise weak. They stated “The Chatham Island shag exhibits pied plumage only… with pronounced bright orange caruncles in breeding plumage… Otago shag populations have 20–30% pied morphs… and 50:50% small bright orange caruncles: dark orange scattered papillae in prenuptial breeding plumage… compared with 50–60% pied morph and dark orange scattered papillae in prenuptial breeding plumage in the Foveaux shag.” This information is repeated in their Table 1 which, however, fails to provide any further insight but which contains the paradoxical assertions that <em>onslowi</em> is ‘smaller on average than… <em>L. stewarti</em>’ and that <em>stewarti</em> is ‘similar in size to <em>L. onslowi</em>’. The paper concludes that “Hypothesis 3 (three species) is supported based on combined diagnosable evidence from genetic analysis, plumage characters, and morphometric and behavioural data. Specifically, these data strongly support recognition of <em>L. onslowi</em>, along with separate species status of the Otago and Foveaux lineages of <em>L. chalconotus</em>, under the diagnosable species concept (also known as the phylogenetic species concept…).” The plumage and morphometric characters that discriminate <em>stewarti</em> from <em>chalconotus</em> are, however, averages (i.e. these two taxa cannot be reliably diagnosed on morphology), and the ‘behavioural data’ appear to refer to the breeding season, with the latter breeding, like <em>onslowi</em>, from September whereas the former breeds in May–September, according to a 1983 PhD thesis. Curiously, however, HANZAB 1B (1990): 879 made no reference to this thesis and gives the breeding season as ‘at almost any time throughout the year, varying annually and from colony to colony, depending on weather and availability of food’. Given these weaknesses, the claim that the data assembled by Rawlence <em>et al.</em> (2016) ‘strongly support… separate species status’ for <em>stewarti</em> is insubstantial. We recognise <em>stewarti </em>as a subspecies. Two subspecies recognised."
22696869,Leucocarbo colensoi,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Leucocarbo,colensoi,,,,,"(Buller, 1888)","Following Kennedy and Spencer (2014) the genus&#160;<em>Phalacrocorax</em>&#160;has been divided into seven genera, with&#160;<em>P.&#160;magellanicus, P. bougainvilliorum,&#160;P.&#160;atriceps,&#160;P.&#160;verrucosus,&#160;P.&#160;carunculatus,&#160;P.&#160;chalconotus,&#160;P.&#160;onslowi,&#160;P.&#160;campbelli,&#160;P.&#160;ranfurlyi&#160;</em>and<em>&#160;</em><em>P.&#160;</em><em>colensoi&#160;</em>moved into&#160;<em>Leucocarbo</em>&#160;(HBW and BirdLife International 2018).&#160;In past, often considered a subspecies of <em>L. campbelli</em> (which see). Monotypic."
22696840,Leucocarbo campbelli,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Leucocarbo,campbelli,,,,,"(Filhol, 1878)","Following Kennedy and Spencer (2014) the genus&#160;<em>Phalacrocorax</em>&#160;has been divided into seven genera, with&#160;<em>P.&#160;magellanicus, P. bougainvilliorum,&#160;P.&#160;atriceps,&#160;P.&#160;verrucosus,&#160;P.&#160;carunculatus,&#160;P.&#160;chalconotus,&#160;P.&#160;onslowi,&#160;P.&#160;campbelli,&#160;P.&#160;ranfurlyi&#160;</em>and<em>&#160;</em><em>P.&#160;</em><em>colensoi&#160;</em>moved into&#160;<em>Leucocarbo</em>&#160;(HBW and BirdLife International 2018).&#160;In past, often considered to include <em>P. ranfurlyi </em>and <em>P. colensoi</em>; these three were sometimes treated as conspecific with <em>P. carunculatus</em> complex (<em>carunculatus</em>, <em>chalconotus</em> and <em>onslowi</em>), all then being listed as subspecies of <em>P. carunculatus</em>. Monotypic."
22696876,Leucocarbo ranfurlyi,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Leucocarbo,ranfurlyi,,,,,"(Ogilvie-Grant, 1901)","Following Kennedy and Spencer (2014) the genus&#160;<em>Phalacrocorax</em>&#160;has been divided into seven genera, with&#160;<em>P.&#160;magellanicus, P. bougainvilliorum,&#160;P.&#160;atriceps,&#160;P.&#160;verrucosus,&#160;P.&#160;carunculatus,&#160;P.&#160;chalconotus,&#160;P.&#160;onslowi,&#160;P.&#160;campbelli,&#160;P.&#160;ranfurlyi&#160;</em>and<em>&#160;</em><em>P.&#160;</em><em>colensoi&#160;</em>moved into&#160;<em>Leucocarbo</em>&#160;(HBW and BirdLife International 2018).&#160;In past, often considered a subspecies of <em>L. campbelli</em> (which see). Monotypic."
22696898,Poikilocarbo gaimardi,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Poikilocarbo,gaimardi,,,,,"(Lesson & Garnot, 1828)",
22697583,Balaeniceps rex,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,BALAENICIPITIDAE,Balaeniceps,rex,,,,,"Gould, 1850",
22692053,Leucogeranus leucogeranus,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Leucogeranus,leucogeranus,,,,,"(Pallas, 1773)","Has elsewhere been placed in genus <em>Grus</em>; or in <em>Bugeranus</em> together with <em>B. carunculatus</em> on basis of morphological and behavioural similarities, but molecular evidence has revealed deep distinctiveness of present species (Krajewski <em>et al.</em> 2010); alternatively, placed in separate monospecific genus, <em>Sarcogeranus</em>, but present monotypic genus (<em>Leucogeranus</em>) has priority. Three wintering subpopulations identified, but no evidence as yet of geographical variation. Monotypic."
22691932,Ardeotis nigriceps,ANIMALIA,CHORDATA,AVES,OTIDIFORMES,OTIDIDAE,Ardeotis,nigriceps,,,,,"(Vigors, 1831)",
22697531,Pseudibis davisoni,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Pseudibis,davisoni,,,,,"(Hume, 1875)",
45355856,Ceyx sangirensis,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Ceyx,sangirensis,,,,,"(Meyer &amp; Wiglesworth, 1898)","<em>Ceyx fallax</em> and <em>C. sangirensis</em> (del Hoyo and Collar 2014) were previously lumped as <em>C. fallax </em>following Sibley and Monroe (1990, 1993)."
22728599,Otus siaoensis,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Otus,siaoensis,,,,,"(Schlegel, 1873)","<em>Otus magicus</em> and <em>O. tempestatis</em> (del Hoyo and Collar 2014) were previously lumped as <em>O. magicus</em>, and <em>O. alfredi</em>, <em>O. siaoensis</em>,<em> </em><em>O. enganensis,</em> <em>O. insularis</em> and <em>O. beccarii</em> (del Hoyo and Collar 2014) were split from <em>O. magicus</em> following Widodo <em>et al.</em> (1999), Lambert and Rasmussen (1998), <em></em>Andrew (1992) and Holt <em>et al.</em> (1999)<em>.</em> Prior to that all these taxa were lumped in <em>O. magicus </em>following Sibley and Monroe (1990, 1993).<em> <p></p></em>"
22697536,Thaumatibis gigantea,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Thaumatibis,gigantea,,,,,"(Oustalet, 1877)",
22697021,Ardea insignis,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Ardea,insignis,,,,,"Hume, 1878",
22706378,Oriolus isabellae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ORIOLIDAE,Oriolus,isabellae,,,,,"Ogilvie-Grant, 1894",
22707085,Eutrichomyias rowleyi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LAMPROLIIDAE,Eutrichomyias,rowleyi,,,,,"(Meyer, 1878)","Jønsson <em>et al.</em> (2018) establish that Cerulean Paradise-flycatcher <em>Eutrichomyias rowleyi</em>, Drongo Fantail <em>Chaetorhynchus papuensis</em>, Natewa Silktail <em>Lamprolia klinesmithi</em> and Taveuni Silktail <em>L. victoriae</em> belong in a separate ancient family, Lamproliidae, sister to the Rhipiduridae. This finding is accepted here, but it raises the issue of the English names of the flycatcher and the fantail. At present we opt for ‘Cerulean Flycatcher’, to remove the impression that the species is a member of the Monarchidae,&#160;but retain ‘Drongo Fantail’ given the proximity of the Lamproliidae to the fantails; but neither proposal is set in stone."
103842251,Hypsipetes platenae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Hypsipetes,platenae,,,,,"(Blasius, 1888)","<p>Eight species,&#160;<em>Hypsipetes affinis, H. longirostris, H. mysticalis, H. harterti, H. aureus, H. platenae, H. chloris&#160;</em>and&#160;<em>H. lucasi&#160;</em>have been moved from the genus&#160;<em>Thapsinllas</em>&#160;(del Hoyo and Collar 2016)&#160;following a comprehensive phylogeny of the bulbuls (Shakya and Sheldon 2017). All&#160;were previously lumped as&#160;<em>Alophoixus affinis</em>&#160;following Sibley and Monroe (1990, 1993).</p>"
22728605,Zosterops nehrkorni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Zosterops,nehrkorni,,,,,"Blasius, 1888",
103878806,Gracula venerata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Gracula,venerata,,,,,"Bonaparte, 1850","<p><em>Gracula religiosa, G. venerata, G. robusta </em>and<em> G. indica</em> (del Hoyo and Collar 2016) were previously lumped as <em>G. religiosa</em> following AOU (1998 &amp; supplements) and Sibley &amp; Monroe (1990, 1993).</p>"
22723648,Diglossa venezuelensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Diglossa,venezuelensis,,,,,"Chapman, 1925",
22678135,Tinamus tao,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Tinamus,tao,,,,,"Temminck, 1815",
22678139,Tinamus solitarius,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Tinamus,solitarius,,,,,"(Vieillot, 1819)",
22678145,Tinamus osgoodi,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Tinamus,osgoodi,,,,,"Conover, 1949",
22678357,Penelope barbata,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,barbata,,,,,"Chapman, 1921",
22678151,Tinamus guttatus,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Tinamus,guttatus,,,,,"Pelzeln, 1863",
22678360,Penelope ortoni,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,ortoni,,,,,"Salvin, 1874",
22679054,Arborophila davidi,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Arborophila,davidi,,,,,"Delacour, 1927",
22679241,Lophura swinhoii,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Lophura,swinhoii,,,,,"(Gould, 1863)",
22681373,Hylatomus schulzii,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Hylatomus,schulzii,,,,,"(Cabanis, 1883)",<em>Hylatomus   schulzii</em> (del Hoyo and Collar 2014) was previously placed in the genus   <em>Dryocopus</em>.
22678191,Crypturellus boucardi,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,boucardi,,,,,"(Sclater, 1859)",
22678185,Crypturellus transfasciatus,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,transfasciatus,,,,,"(Sclater & Salvin, 1878)",
22678530,Crax daubentoni,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Crax,daubentoni,,,,,"Gray, 1867",
22722359,Lanio leucothorax,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Lanio,leucothorax,,,,,"Salvin, 1864",
